date,open,high,low,close,volume,fear_greed,vix,sentiment
2017-05-07,1555.10,1590.20,1554.40,1589.90,0.13,0.0,0.0,0.0
2017-05-08,1555.10,1699.90,1544.20,1668.50,2261.91,0.0,0.0,0.0
2017-05-09,1668.60,1793.30,1636.70,1719.00,1319.33,0.0,0.0,0.0
2017-05-10,1718.90,1798.60,1688.50,1784.00,1538.98,0.0,0.0,0.0
2017-05-11,1781.20,1886.10,1754.80,1829.70,1615.84,0.0,0.0,0.0
2017-05-12,1831.30,1837.90,1650.70,1690.80,2544.94,0.0,0.0,0.0
2017-05-14,1774.80,1799.80,1757.10,1793.40,323.70,0.0,0.0,0.0
2017-05-15,1793.60,1801.90,1697.30,1739.80,1069.57,0.0,0.0,0.0
2017-05-16,1739.80,1781.90,1689.20,1778.30,2826.48,0.0,0.0,0.0
2017-05-17,1779.40,1853.10,1743.10,1812.90,4100.81,0.0,0.0,0.0
2017-05-18,1813.10,1904.00,1796.70,1896.30,3009.27,0.0,0.0,0.0
2017-05-19,1896.70,1961.60,1852.20,1937.80,1358.06,0.0,0.0,0.0
2017-05-21,2026.70,2059.40,1985.50,2032.40,359.94,0.0,0.0,0.0
2017-05-22,2032.00,2298.00,1972.60,2104.60,3296.75,0.0,0.0,0.0
2017-05-23,2104.60,2269.60,2100.40,2255.40,2443.90,0.0,0.0,0.0
2017-05-24,2256.20,2435.00,2254.40,2429.80,2092.19,0.0,0.0,0.0
2017-05-25,2420.50,2799.00,2205.80,2329.20,3235.87,0.0,0.0,0.0
2017-05-26,2329.20,2661.50,2241.40,2241.60,2814.53,0.0,0.0,0.0
2017-05-28,2205.20,2248.30,2082.00,2180.20,338.61,0.0,0.0,0.0
2017-05-29,2179.50,2352.60,2094.40,2274.30,5475.03,0.0,0.0,0.0
2017-05-30,2275.00,2330.50,2129.40,2191.70,4838.47,0.0,0.0,0.0
2017-05-31,2191.40,2335.70,2147.50,2303.40,4911.75,0.0,0.0,0.0
2017-06-01,2303.50,2475.20,2298.40,2418.40,2561.70,0.0,0.0,0.0
2017-06-02,2418.40,2449.00,2379.40,2429.90,2867.53,0.0,0.0,0.0
2017-06-04,2522.40,2536.90,2470.70,2523.10,219.30,0.0,0.0,0.0
2017-06-05,2523.50,2629.10,2518.20,2624.50,1588.68,0.0,0.0,0.0
2017-06-06,2690.00,2938.50,2670.80,2869.10,2599.21,0.0,0.0,0.0
2017-06-07,2868.80,2881.60,2609.30,2686.30,3192.32,0.0,0.0,0.0
2017-06-08,2684.90,2811.90,2618.40,2807.70,2606.01,0.0,0.0,0.0
2017-06-09,2807.60,2860.40,2786.60,2834.50,2096.91,0.0,0.0,0.0
2017-06-11,2925.50,2998.90,2855.00,2954.00,230.12,0.0,0.0,0.0
2017-06-12,2954.20,3000.00,2426.70,2523.60,1305.15,0.0,0.0,0.0
2017-06-13,2654.00,2784.50,2632.00,2710.00,2602.00,0.0,0.0,0.0
2017-06-14,2709.90,2811.10,2326.20,2452.70,1288.68,0.0,0.0,0.0
2017-06-15,2341.30,2470.10,2075.10,2406.70,2707.50,0.0,0.0,0.0
2017-06-16,2405.40,2520.70,2302.50,2487.90,2289.21,0.0,0.0,0.0
2017-06-18,2527.40,2538.10,2458.20,2508.20,380.73,0.0,0.0,0.0
2017-06-19,2514.30,2585.40,2483.60,2580.00,2472.23,0.0,0.0,0.0
2017-06-20,2597.00,2772.10,2583.70,2725.10,2598.62,0.0,0.0,0.0
2017-06-21,2725.10,2780.00,2569.30,2647.30,1744.51,0.0,0.0,0.0
2017-06-22,2647.40,2728.60,2597.70,2683.50,2504.18,0.0,0.0,0.0
2017-06-23,2683.40,2734.10,2664.10,2707.00,1993.83,0.0,0.0,0.0
2017-06-25,2517.70,2523.20,2407.60,2498.80,244.78,0.0,0.0,0.0
2017-06-26,2498.70,2556.00,2252.60,2407.90,2638.71,0.0,0.0,0.0
2017-06-27,2407.90,2570.50,2264.40,2570.50,2798.67,0.0,0.0,0.0
2017-06-28,2570.50,2602.30,2455.40,2553.50,2159.85,0.0,0.0,0.0
2017-06-29,2553.00,2591.80,2502.40,2530.10,2354.60,0.0,0.0,0.0
2017-06-30,2531.10,2552.20,2478.20,2501.60,1542.13,0.0,0.0,0.0
2017-07-02,2480.60,2534.40,2474.10,2507.90,226.20,0.0,0.0,0.0
2017-07-03,2508.10,2584.60,2471.40,2546.90,1906.78,0.0,0.0,0.0
2017-07-04,2546.60,2637.40,2543.90,2602.00,1912.13,0.0,0.0,0.0
2017-07-05,2602.00,2629.20,2537.50,2614.70,1676.41,0.0,0.0,0.0
2017-07-06,2612.30,2621.60,2578.40,2603.70,1930.72,0.0,0.0,0.0
2017-07-07,2603.50,2608.50,2486.70,2514.90,1428.20,0.0,0.0,0.0
2017-07-09,2533.20,2544.20,2497.10,2500.20,203.39,0.0,0.0,0.0
2017-07-10,2499.80,2523.00,2256.40,2330.70,1962.36,0.0,0.0,0.0
2017-07-11,2330.60,2408.40,2254.10,2301.00,2066.25,0.0,0.0,0.0
2017-07-12,2300.90,2413.00,2241.80,2382.40,2509.17,0.0,0.0,0.0
2017-07-13,2381.40,2417.50,2307.10,2339.40,2156.55,0.0,0.0,0.0
2017-07-14,2339.50,2352.10,2150.30,2157.90,2007.13,0.0,0.0,0.0
2017-07-16,1902.10,1938.40,1850.60,1905.40,281.79,0.0,0.0,0.0
2017-07-17,1906.40,2230.10,1904.40,2224.20,2138.07,0.0,0.0,0.0
2017-07-18,2221.40,2393.80,2144.00,2307.40,2796.57,0.0,0.0,0.0
2017-07-19,2348.40,2394.40,2216.00,2259.00,2475.97,0.0,0.0,0.0
2017-07-20,2259.00,2933.00,2257.00,2850.20,2046.62,0.0,0.0,0.0
2017-07-21,2851.70,2876.90,2611.80,2640.20,115.45,0.0,0.0,0.0
2017-07-23,2777.90,2805.00,2720.40,2755.60,280.93,0.0,0.0,0.0
2017-07-24,2754.60,2801.90,2719.70,2758.60,1902.31,0.0,0.0,0.0
2017-07-25,2758.80,2777.30,2449.80,2561.60,2291.66,0.0,0.0,0.0
2017-07-26,2561.30,2609.40,2402.60,2525.10,2063.71,0.0,0.0,0.0
