date,open,high,low,close,volume,fear_greed,vix,sentiment
2026-04-06T00:00:00+00:00,68978.91,69491.65,68978.91,69188.83,885575680,55.5,24.17,0.0
2026-04-06T00:15:00+00:00,69204.79,69304.21,69111.02,69141.41,580780032,55.5,24.17,-0.6
2026-04-06T00:30:00+00:00,69166.47,69310.17,69099.84,69293.52,386299904,55.7,24.17,1.4
2026-04-06T00:45:00+00:00,69284.87,69290.32,69076.71,69076.71,229826560,55.3,24.17,-1.5
2026-04-06T01:00:00+00:00,69063.72,69076.62,68884.05,68915.52,305029120,55.1,24.17,-3.6
2026-04-06T01:15:00+00:00,68845.61,68968.26,68817.03,68947.88,338077696,55.3,24.17,-3.1
2026-04-06T01:30:00+00:00,68945.15,68945.15,68792.64,68792.64,172439552,55.1,24.17,-5.2
2026-04-06T01:45:00+00:00,68782.65,68829.7,68782.65,68801.54,230406144,55.1,24.17,-5.0
2026-04-06T02:00:00+00:00,68780.35,69204.85,68780.35,69204.85,37826560,55.8,24.17,0.2
2026-04-06T02:15:00+00:00,69106.33,69237.37,69096.94,69190.54,466388992,55.7,24.17,0.0
2026-04-06T02:30:00+00:00,69202.04,69365.11,69172.96,69184.66,301053952,55.7,24.17,-0.1
2026-04-06T02:45:00+00:00,69178.69,69266.02,69178.69,69227.78,335906816,55.8,24.17,1.1
2026-04-06T03:00:00+00:00,69207.96,69217.37,69143.45,69143.45,235249664,55.6,24.17,-1.9
2026-04-06T03:15:00+00:00,69099.18,69165.2,69069.49,69161.55,256790528,55.6,24.17,1.1
2026-04-06T03:30:00+00:00,69159.57,69188.1,69059.57,69102.05,84516864,54.6,24.17,2.4
2026-04-06T03:45:00+00:00,69090.88,69123.22,69044.99,69061.84,257304576,54.6,24.17,1.5
2026-04-06T04:00:00+00:00,69082.08,69173.92,69003.3,69015.3,196390912,52.2,24.17,2.9
2026-04-06T04:15:00+00:00,69031.84,69031.84,68963.09,68963.09,187109376,53.8,24.17,2.1
2026-04-06T04:30:00+00:00,68970.75,69167.83,68970.45,69157.96,137701376,58.8,24.17,-0.6
2026-04-06T04:45:00+00:00,69148.48,69173.49,69110.69,69115.72,304752640,57.7,24.17,-1.0
2026-04-06T05:00:00+00:00,69118.12,69149.61,69092.54,69143.27,117014528,60.7,24.17,-0.5
2026-04-06T05:15:00+00:00,69138.72,69171.48,69089.47,69117.37,133521408,60.0,24.17,-1.4
2026-04-06T05:30:00+00:00,69121.97,69200.12,69121.97,69191.92,147339264,55.4,24.17,0.6
2026-04-06T05:45:00+00:00,69194.93,69200.28,69130.14,69170.52,73719808,55.2,24.17,0.1
2026-04-06T06:00:00+00:00,69174.62,69316.03,69090.06,69290.55,68276224,57.7,24.17,2.5
2026-04-06T06:15:00+00:00,69287.74,69287.74,68843.92,68843.92,0,50.5,24.17,-2.8
2026-04-06T06:30:00+00:00,68824.27,68944.8,68824.18,68944.8,538732544,52.9,24.17,-0.9
2026-04-06T06:45:00+00:00,68905.72,69060.72,68905.72,68969.65,208531456,53.1,24.17,0.1
2026-04-06T07:00:00+00:00,68954.01,68961.73,68819.33,68871.79,122814464,52.5,24.17,-3.7
2026-04-06T07:15:00+00:00,68871.52,69078.23,68871.52,69065.16,79595520,55.5,24.17,-0.7
2026-04-06T07:30:00+00:00,69050.11,69100.92,68973.88,68989.6,287160320,55.1,24.17,-2.0
2026-04-06T07:45:00+00:00,68965.01,69171.9,68939.44,69075.67,23349248,56.6,24.17,-0.5
2026-04-06T08:00:00+00:00,69089.32,69165.88,69083.12,69155.8,587499520,55.6,24.17,-0.5
2026-04-06T08:15:00+00:00,69151.12,69220.53,69115.14,69197.13,138117120,56.6,24.17,0.3
2026-04-06T08:30:00+00:00,69208.08,69281.41,69198.77,69245.52,138156032,56.9,24.17,-0.6
2026-04-06T08:45:00+00:00,69272.29,69272.29,69199.95,69230.8,219394048,56.9,24.17,5.1
2026-04-06T09:00:00+00:00,69210.86,69527.41,69200.88,69527.41,165304320,59.3,24.17,7.6
2026-04-06T09:15:00+00:00,69668.16,70132.99,69668.16,69904.3,1427472384,62.4,24.17,12.2
2026-04-06T09:30:00+00:00,69925.16,69959.62,69777.98,69866.14,826347520,61.3,24.17,13.0
2026-04-06T09:45:00+00:00,69855.27,69871.33,69706.39,69734.38,388300800,64.8,24.17,8.7
2026-04-06T10:00:00+00:00,69714.04,69840.14,69714.04,69840.14,106835968,65.0,24.17,11.1
2026-04-06T10:15:00+00:00,69812.43,69834.72,69746.73,69746.99,268046336,63.4,24.17,8.7
2026-04-06T10:30:00+00:00,69760.67,69907.71,69760.67,69872.9,231725056,65.5,24.17,9.3
2026-04-06T10:45:00+00:00,69873.56,69873.56,69723.87,69730.77,289800192,62.4,24.17,6.9
2026-04-06T11:00:00+00:00,69755.97,69755.97,69668.88,69687.41,117891072,62.8,24.17,5.7
2026-04-06T11:15:00+00:00,69678.27,69702.18,69601.68,69632.04,109539328,61.4,24.17,5.2
2026-04-06T11:30:00+00:00,69623.33,69684.05,69578.14,69647.9,532848640,61.0,24.17,1.6
2026-04-06T11:45:00+00:00,69645.91,69670.05,69577.66,69595.95,57475072,60.0,24.17,-4.0
2026-04-06T12:00:00+00:00,69601.02,69615.7,69462.91,69484.77,39075840,58.1,24.17,-4.9
2026-04-06T12:15:00+00:00,69483.38,69505.73,69447.14,69484.79,176484352,58.3,24.17,-3.2
2026-04-06T12:30:00+00:00,69421.8,69509.98,69416.38,69484.59,14278656,55.4,24.17,-4.6
2026-04-06T12:45:00+00:00,69491.94,69522.72,69348.52,69356.15,84385792,47.8,24.17,-5.0
2026-04-06T13:00:00+00:00,69365.31,69426.62,69365.31,69403.44,30896128,49.1,24.17,-6.0
2026-04-06T13:15:00+00:00,69401.67,69458.24,69326.13,69452.12,41545728,51.5,24.17,-3.6
2026-04-06T13:30:00+00:00,69446.88,69486.83,69260.03,69367.76,401858560,48.2,24.17,-4.1
