date,open,high,low,close,volume,fear_greed,vix,sentiment
2023-01-02T23:00:00+00:00,11047.87,11063.17,10951.37,10966.02,4.65,0.0,0.0,0.0
2023-01-03T00:00:00+00:00,10966.11,10967.10,10908.84,10910.67,4.22,0.0,0.0,0.0
2023-01-03T01:00:00+00:00,10910.53,10911.39,10865.51,10899.14,5.73,0.0,0.0,0.0
2023-01-03T02:00:00+00:00,10899.20,10929.21,10889.49,10923.38,4.51,0.0,0.0,0.0
2023-01-03T03:00:00+00:00,10923.31,10948.36,10918.96,10946.70,3.93,0.0,0.0,0.0
2023-01-03T04:00:00+00:00,10947.35,10950.88,10935.20,10935.70,2.38,0.0,0.0,0.0
2023-01-03T05:00:00+00:00,10936.00,10970.60,10935.54,10963.87,2.99,0.0,0.0,0.0
2023-01-03T06:00:00+00:00,10963.83,10978.19,10948.01,10964.89,2.91,0.0,0.0,0.0
2023-01-03T07:00:00+00:00,10964.56,11001.18,10947.90,11000.39,3.89,0.0,0.0,0.0
2023-01-03T08:00:00+00:00,11000.32,11046.40,10978.14,11040.39,6.98,0.0,0.0,0.0
2023-01-03T09:00:00+00:00,11042.72,11080.89,11037.43,11080.69,5.90,0.0,0.0,0.0
2023-01-03T10:00:00+00:00,11080.91,11084.30,11035.95,11056.87,4.47,0.0,0.0,0.0
2023-01-03T11:00:00+00:00,11057.11,11062.41,10968.93,10992.13,4.66,0.0,0.0,0.0
2023-01-03T12:00:00+00:00,10992.14,11021.38,10966.41,11010.83,5.10,0.0,0.0,0.0
2023-01-03T13:00:00+00:00,11010.84,11040.67,10975.47,11029.84,6.00,0.0,0.0,0.0
2023-01-03T14:00:00+00:00,11030.21,11095.93,10906.01,10908.67,8.26,0.0,0.0,0.0
2023-01-03T15:00:00+00:00,10908.61,10930.62,10828.37,10893.29,9.62,0.0,0.0,0.0
2023-01-03T16:00:00+00:00,10893.37,10904.18,10777.12,10791.76,8.66,0.0,0.0,0.0
2023-01-03T17:00:00+00:00,10791.59,10825.73,10764.38,10789.79,7.82,0.0,0.0,0.0
2023-01-03T18:00:00+00:00,10789.28,10838.07,10770.73,10833.19,8.09,0.0,0.0,0.0
2023-01-03T19:00:00+00:00,10833.39,10881.55,10789.21,10856.30,8.49,0.0,0.0,0.0
2023-01-03T20:00:00+00:00,10856.21,10890.42,10845.79,10861.39,8.64,0.0,0.0,0.0
