date,open,high,low,close,volume,delta,macro,macro_slow
2023-11-09T16:00:00,37141.5,37277.1,35304.0,36399.5,206634.151,-5102.345,21.667,27.723
2023-11-09T20:00:00,36399.4,36798.0,36150.6,36719.5,60531.91,2003.872,22.737,28.846
2023-11-10T00:00:00,36719.6,36940.6,36461.8,36754.9,38262.779,-2620.719,22.071,28.763
2023-11-10T04:00:00,36754.9,36836.8,36465.4,36480.2,28861.956,-1583.252,21.159,27.801
2023-11-10T08:00:00,36480.3,37165.3,36350.0,37098.9,61055.127,2128.357,23.213,29.968
2023-11-10T12:00:00,37098.9,37276.0,36821.2,37092.6,80360.473,-5071.163,23.193,29.946
2023-11-10T16:00:00,37092.6,37474.0,37092.5,37253.5,53891.739,-875.833,23.727,30.51
2023-11-10T20:00:00,37253.6,37570.0,37080.0,37330.4,36941.818,501.288,23.982,30.78
2023-11-11T00:00:00,37330.3,37422.2,36921.1,37064.2,37053.94,-1267.038,22.223,29.624
2023-11-11T04:00:00,37064.2,37159.7,36942.0,37030.5,20786.682,-868.324,22.112,29.506
2023-11-11T08:00:00,37030.5,37087.0,36935.1,37014.1,17266.407,376.219,22.058,29.448
2023-11-11T12:00:00,37014.1,37297.9,36977.6,37071.5,29677.686,-213.512,22.247,29.649
2023-11-11T16:00:00,37071.5,37211.8,37051.0,37177.9,16121.948,685.852,22.598,30.021
2023-11-11T20:00:00,37177.8,37190.0,36588.0,37162.1,38332.621,-2503.943,22.546,29.966
2023-11-12T00:00:00,37162.1,37222.9,36753.6,37016.5,27857.823,-539.641,21.219,29.256
2023-11-12T04:00:00,37016.4,37200.0,36932.2,37154.1,17954.795,502.587,21.669,29.737
2023-11-12T08:00:00,37154.1,37167.0,37057.1,37087.7,12538.794,-482.722,21.452,29.505
2023-11-12T12:00:00,37087.6,37258.4,36955.0,37178.3,27140.964,379.986,21.749,29.821
2023-11-12T16:00:00,37178.3,37247.7,37080.1,37134.0,14955.336,-249.148,21.604,29.667
2023-11-12T20:00:00,37134.0,37244.4,36960.0,37085.5,18442.333,-100.675,21.445,29.497
2023-11-13T00:00:00,37085.6,37464.8,36870.1,36941.3,47927.465,-1339.639,20.145,28.798
2023-11-13T04:00:00,36941.2,37069.9,36760.0,36982.5,30151.399,-511.369,20.279,28.942
2023-11-13T08:00:00,36982.5,37065.9,36710.0,36838.3,25635.208,-1789.244,19.81,28.439
2023-11-13T12:00:00,36837.5,36975.6,36546.5,36871.7,62692.723,55.551,19.918,28.556
2023-11-13T16:00:00,36871.7,37074.3,36624.8,36877.6,38835.792,903.048,19.937,28.576
2023-11-13T20:00:00,36877.6,36910.8,36350.0,36486.2,51833.061,-4526.601,18.664,27.212
2023-11-14T00:00:00,36486.2,36514.2,36220.4,36473.0,38113.088,-623.598,17.836,27.01
2023-11-14T04:00:00,36473.1,36740.8,36404.8,36705.5,21584.608,7.134,18.587,27.82
2023-11-14T08:00:00,36705.5,36779.9,36258.2,36288.8,45655.802,-3634.01,17.241,26.368
2023-11-14T12:00:00,36288.9,36720.0,35665.2,36168.7,106046.364,-4626.204,16.853,25.95
2023-11-14T16:00:00,36168.8,36449.0,34446.3,35305.9,142061.757,-12570.851,14.065,22.946
2023-11-14T20:00:00,35306.0,35689.0,35230.0,35559.0,43804.181,425.767,14.883,23.827
2023-11-15T00:00:00,35559.1,35685.0,35388.0,35408.4,25472.458,-889.62,13.715,23.168
2023-11-15T04:00:00,35408.5,35683.8,35401.2,35597.4,17835.383,298.611,14.322,23.826
2023-11-15T08:00:00,35597.8,36296.4,35593.0,36254.4,56559.59,4554.116,16.432,26.111
2023-11-15T12:00:00,36254.5,36430.0,36018.3,36412.1,63657.595,-1122.265,16.939,26.66
2023-11-15T16:00:00,36412.2,37845.0,36256.0,37527.4,177826.354,7674.344,20.52,30.539
2023-11-15T20:00:00,37527.4,38000.0,37319.3,37885.6,82467.19,2024.316,21.671,31.785
2023-11-16T00:00:00,37885.5,37956.5,37353.8,37479.9,53899.391,-2204.033,19.472,30.178
2023-11-16T04:00:00,37479.8,37645.9,37351.0,37460.7,27546.983,771.497,19.411,30.111
2023-11-16T08:00:00,37460.6,37574.9,37150.0,37272.1,55316.429,-2319.217,18.809,29.456
