date,open,high,low,close,volume,fear_greed,vix,sentiment
2023-01-02T23:00:00+00:00,3873.00,3877.18,3846.11,3848.61,1.68,0.0,0.0,0.0
2023-01-03T00:00:00+00:00,3848.38,3848.87,3833.36,3833.86,1.06,0.0,0.0,0.0
2023-01-03T01:00:00+00:00,3834.12,3834.12,3820.11,3830.63,1.86,0.0,0.0,0.0
2023-01-03T02:00:00+00:00,3830.23,3840.63,3828.11,3838.62,1.11,0.0,0.0,0.0
2023-01-03T03:00:00+00:00,3838.88,3844.88,3837.12,3843.86,0.82,0.0,0.0,0.0
2023-01-03T04:00:00+00:00,3844.13,3844.73,3840.86,3841.38,0.49,0.0,0.0,0.0
2023-01-03T05:00:00+00:00,3841.12,3850.74,3841.12,3848.87,0.79,0.0,0.0,0.0
2023-01-03T06:00:00+00:00,3848.68,3851.38,3843.61,3847.61,0.95,0.0,0.0,0.0
2023-01-03T07:00:00+00:00,3847.38,3859.18,3842.99,3858.93,2.47,0.0,0.0,0.0
2023-01-03T08:00:00+00:00,3859.12,3874.11,3854.86,3872.36,4.65,0.0,0.0,0.0
2023-01-03T09:00:00+00:00,3872.63,3883.38,3871.63,3883.38,3.41,0.0,0.0,0.0
2023-01-03T10:00:00+00:00,3883.11,3883.86,3870.38,3874.37,2.04,0.0,0.0,0.0
2023-01-03T11:00:00+00:00,3874.61,3875.68,3849.61,3854.48,2.46,0.0,0.0,0.0
2023-01-03T12:00:00+00:00,3854.13,3858.93,3847.38,3857.18,2.38,0.0,0.0,0.0
2023-01-03T13:00:00+00:00,3856.86,3863.63,3848.43,3861.43,2.66,0.0,0.0,0.0
2023-01-03T14:00:00+00:00,3861.12,3878.62,3830.62,3831.18,6.58,0.0,0.0,0.0
2023-01-03T15:00:00+00:00,3831.68,3839.62,3814.87,3834.63,6.92,0.0,0.0,0.0
2023-01-03T16:00:00+00:00,3834.38,3837.18,3800.36,3804.36,6.02,0.0,0.0,0.0
2023-01-03T17:00:00+00:00,3804.63,3814.52,3792.91,3800.80,4.53,0.0,0.0,0.0
2023-01-03T18:00:00+00:00,3800.54,3814.40,3798.30,3812.92,4.30,0.0,0.0,0.0
2023-01-03T19:00:00+00:00,3813.15,3822.10,3795.71,3815.11,5.35,0.0,0.0,0.0
2023-01-03T20:00:00+00:00,3815.34,3826.91,3813.11,3822.98,5.56,0.0,0.0,0.0
2023-01-03T21:00:00+00:00,3822.60,3823.24,3816.00,3817.78,0.29,0.0,0.0,0.0
2023-01-03T23:00:00+00:00,3820.44,3822.95,3817.28,3822.69,0.52,0.0,0.0,0.0
2023-01-04T00:00:00+00:00,3822.06,3826.27,3821.00,3822.50,0.75,0.0,0.0,0.0
2023-01-04T01:00:00+00:00,3822.27,3831.45,3822.01,3829.98,0.64,0.0,0.0,0.0
