date,open,high,low,close,volume,fear_greed,vix,sentiment
2012-01-19,2442.60,2445.50,2436.23,2441.70,10289.00,0.0,0.0,0.0
2012-01-20,2441.70,2441.70,2428.66,2437.02,10753.00,0.0,0.0,0.0
2012-01-21,2437.02,2437.02,2437.02,2437.02,1.00,0.0,0.0,0.0
2012-01-22,2437.02,2437.02,2437.02,2437.02,1.00,0.0,0.0,0.0
2012-01-23,2437.02,2455.22,2424.29,2437.22,9494.00,0.0,0.0,0.0
2012-01-24,2437.22,2440.20,2423.36,2433.96,8888.00,0.0,0.0,0.0
2012-01-25,2456.55,2470.57,2440.57,2465.66,9801.00,0.0,0.0,0.0
2012-01-26,2465.66,2479.31,2444.87,2454.63,12864.00,0.0,0.0,0.0
2012-01-27,2454.63,2467.46,2449.83,2461.78,13566.00,0.0,0.0,0.0
2012-01-30,2438.33,2468.34,2433.64,2465.32,14639.00,0.0,0.0,0.0
2012-01-31,2465.32,2481.51,2453.06,2467.95,11346.00,0.0,0.0,0.0
2012-02-01,2467.95,2497.31,2467.95,2488.18,14720.00,0.0,0.0,0.0
2012-02-02,2488.18,2504.16,2487.15,2495.83,15608.00,0.0,0.0,0.0
2012-02-03,2495.83,2532.26,2495.83,2529.17,15120.00,0.0,0.0,0.0
2012-02-04,2529.17,2529.17,2529.17,2529.17,2.00,0.0,0.0,0.0
2012-02-05,2529.17,2529.17,2529.17,2529.17,1.00,0.0,0.0,0.0
2012-02-06,2519.33,2528.30,2513.66,2528.30,13875.00,0.0,0.0,0.0
2012-02-07,2522.79,2537.64,2514.90,2532.06,14424.00,0.0,0.0,0.0
2012-02-08,2532.06,2545.77,2524.21,2545.72,8470.00,0.0,0.0,0.0
2012-02-09,2545.72,2567.28,2541.42,2563.93,8406.00,0.0,0.0,0.0
2012-02-10,2563.93,2563.93,2537.99,2547.32,16101.00,0.0,0.0,0.0
2012-02-11,2547.32,2547.32,2547.32,2547.32,1.00,0.0,0.0,0.0
2012-02-13,2564.93,2572.58,2554.41,2569.49,10170.00,0.0,0.0,0.0
2012-02-14,2569.49,2575.24,2553.95,2575.24,15161.00,0.0,0.0,0.0
2012-02-15,2575.24,2600.96,2552.56,2556.01,15987.00,0.0,0.0,0.0
2012-02-16,2556.01,2594.71,2551.59,2592.29,16710.00,0.0,0.0,0.0
2012-02-17,2592.29,2593.56,2572.85,2584.24,12746.00,0.0,0.0,0.0
2012-02-18,2584.24,2584.24,2584.24,2584.24,1.00,0.0,0.0,0.0
2012-02-21,2589.21,2601.74,2574.36,2590.24,7081.00,0.0,0.0,0.0
2012-02-22,2590.24,2593.05,2575.31,2579.78,14477.00,0.0,0.0,0.0
2012-02-23,2578.91,2598.10,2570.07,2594.93,15720.00,0.0,0.0,0.0
2012-02-24,2594.93,2609.45,2594.93,2604.21,15000.00,0.0,0.0,0.0
2012-02-27,2589.38,2616.67,2579.63,2606.76,12720.00,0.0,0.0,0.0
2012-02-28,2606.76,2634.23,2606.76,2633.46,15629.00,0.0,0.0,0.0
2012-02-29,2633.46,2645.19,2615.39,2623.77,2831.00,0.0,0.0,0.0
2012-03-01,2623.10,2645.91,2623.10,2643.54,14423.00,0.0,0.0,0.0
2012-03-02,2643.54,2650.00,2633.28,2641.58,15245.00,0.0,0.0,0.0
2012-03-03,2641.58,2641.58,2641.58,2641.58,3.00,0.0,0.0,0.0
2012-03-05,2636.60,2642.75,2605.59,2614.92,16122.00,0.0,0.0,0.0
2012-03-06,2614.92,2614.92,2575.21,2588.95,12039.00,0.0,0.0,0.0
2012-03-07,2599.85,2614.23,2597.29,2607.85,12718.00,0.0,0.0,0.0
2012-03-08,2623.45,2643.89,2618.47,2637.18,13793.00,0.0,0.0,0.0
2012-03-09,2641.15,2651.98,2639.60,2646.85,14657.00,0.0,0.0,0.0
2012-03-12,2646.85,2651.64,2635.76,2646.85,14015.00,0.0,0.0,0.0
2012-03-13,2646.85,2697.16,2646.85,2697.11,8703.00,0.0,0.0,0.0
2012-03-15,2708.41,2720.49,2701.65,2714.79,16783.00,0.0,0.0,0.0
2012-03-16,2714.79,2719.61,2706.96,2712.78,15054.00,0.0,0.0,0.0
2012-03-17,2712.78,2712.78,2712.78,2712.78,1.00,0.0,0.0,0.0
2012-03-19,2716.98,2738.22,2710.63,2733.26,16422.00,0.0,0.0,0.0
2012-03-20,2733.26,2740.35,2711.10,2737.63,16567.00,0.0,0.0,0.0
2012-03-21,2737.63,2752.46,2733.91,2736.88,15987.00,0.0,0.0,0.0
2012-03-22,2736.88,2737.83,2720.23,2731.50,14240.00,0.0,0.0,0.0
2012-03-23,2731.50,2734.68,2714.61,2728.70,14639.00,0.0,0.0,0.0
2012-03-24,2728.55,2728.55,2728.55,2728.55,1.00,0.0,0.0,0.0
2012-03-26,2746.98,2778.02,2746.43,2778.02,14259.00,0.0,0.0,0.0
2012-03-27,2778.02,2793.44,2778.02,2782.12,15648.00,0.0,0.0,0.0
2012-03-28,2782.12,2794.00,2754.97,2770.97,16336.00,0.0,0.0,0.0
2012-03-29,2770.97,2770.97,2741.32,2761.96,12452.00,0.0,0.0,0.0
2012-03-30,2762.05,2774.52,2744.47,2755.27,13083.00,0.0,0.0,0.0
2012-03-31,2755.27,2755.27,2755.27,2755.27,2.00,0.0,0.0,0.0
2012-04-02,2752.19,2787.25,2747.54,2784.42,14528.00,0.0,0.0,0.0
2012-04-03,2784.42,2795.35,2767.05,2782.78,13470.00,0.0,0.0,0.0
2012-04-04,2782.78,2782.78,2729.26,2745.00,12729.00,0.0,0.0,0.0
2012-04-05,2740.70,2764.21,2739.10,2762.50,14034.00,0.0,0.0,0.0
2012-04-06,2762.50,2762.50,2762.50,2762.50,1.00,0.0,0.0,0.0
2012-04-09,2725.87,2751.44,2722.77,2739.98,15579.00,0.0,0.0,0.0
2012-04-10,2739.98,2749.51,2688.21,2695.12,16405.00,0.0,0.0,0.0
2012-04-11,2719.48,2726.89,2702.97,2708.13,15436.00,0.0,0.0,0.0
2012-04-12,2716.06,2743.41,2711.04,2740.26,9485.00,0.0,0.0,0.0
2012-04-13,2730.65,2731.35,2698.11,2698.99,15063.00,0.0,0.0,0.0
2012-04-14,2698.99,2698.99,2698.99,2698.99,1.00,0.0,0.0,0.0
2012-04-15,2698.99,2698.99,2698.99,2698.99,1.00,0.0,0.0,0.0
2012-04-16,2698.99,2713.82,2661.10,2670.10,15315.00,0.0,0.0,0.0
2012-04-17,2670.10,2731.38,2670.10,2723.70,12063.00,0.0,0.0,0.0
2012-04-18,2723.58,2732.03,2707.91,2716.14,16188.00,0.0,0.0,0.0
2012-04-19,2722.15,2738.57,2676.09,2686.82,14172.00,0.0,0.0,0.0
2012-04-20,2686.82,2712.01,2674.66,2676.04,14894.00,0.0,0.0,0.0
2012-04-21,2676.04,2676.04,2676.04,2676.04,1.00,0.0,0.0,0.0
2012-04-22,2676.04,2676.04,2676.04,2676.04,1.00,0.0,0.0,0.0
2012-04-23,2650.61,2657.36,2629.70,2653.50,16017.00,0.0,0.0,0.0
2012-04-24,2647.91,2659.47,2628.96,2638.73,15284.00,0.0,0.0,0.0
2012-04-25,2638.73,2710.52,2638.73,2709.62,10768.00,0.0,0.0,0.0
2012-04-26,2709.88,2731.73,2705.91,2725.23,15826.00,0.0,0.0,0.0
2012-04-27,2737.67,2750.50,2723.18,2741.34,15340.00,0.0,0.0,0.0
2012-04-28,2741.34,2741.34,2741.34,2741.34,1.00,0.0,0.0,0.0
